page_num,genus,epithet,infra,author,taxon rank
631,Phleum,,,,genus
631,Phœnix,,,,genus
631,Pholiurus,,,,genus
631,Phragmites,,,,genus
631,Phucagrostis,,,,genus
631,Phyllitis,,,,genus
631,Phytolacca,,,,genus
631,Pilgerochloa,,,,genus
631,Pinus,,,,genus
631,Piptatherum,,,,genus
631,Platan,,,,genus
631,Poa,,,,genus
632,Pollinia,,,,genus
632,Polycarpon,,,,genus
632,Polycnemum,,,,genus
632,Polygonatum,,,,genus
632,Polygonum,,,,genus
632,Polypodium,,,,genus
632,Polypogon,,,,genus
632,Polystichum,,,,genus
632,Populus,,,,genus
632,Portulaca,,,,genus
632,Potamogeton,,,,genus
632,Psamma,,,,genus
632,Psilurus,,,,genus
632,Pteranthus,,,,genus
632,Pteridium,,,,genus
632,Pteris,,,,genus
632,Puccinellia,,,,genus
632,Puschkinia,,,,genus
633,Pycreus,,,,genus
633,Quercus,,,,genus
633,Queria,,,,genus
633,Rheum,,,,genus
633,Rhizocephalus,,,,genus
633,Rhynchospora,,,,genus
633,Robbairea,,,,genus
633,Rœgneria,,,,genus
633,Romulea,,,,genus
633,Rottbœlia,,,,genus
633,Rumex,,,,genus
633,Ruppia,,,,genus
633,Ruscus,,,,genus
633,Saccharum,,,,genus
634,Sagina,,,,genus
634,Salicornia,,,,genus
634,Salix,,,,genus
634,Salsola,,,,genus
634,j.,,,,genus
634,Salvinia,,,,genus
634,Saponaria,,,,genus
634,Schanginia,,,,genus
634,Schismus,,,,genus
634,Schoberia,,,,genus
634,Schœnus,,,,genus
634,Scilla,,,,genus
634,Scirpus,,,,genus
635,Scleranthus,,,,genus
635,Sclerochloa,,,,genus
635,Scleropoa,,,,genus
635,Scolopendrium,,,,genus
635,Secale,,,,genus
635,Seidlitzia,,,,genus
635,Selaginella,,,,genus
635,Serapias,,,,genus
635,Sesleria,,,,genus
635,Setaria,,,,genus
635,Silène,,,,genus
636,Smilax,,,,genus
636,Sorghum,,,,genus
636,Sparganium,,,,genus
636,Spergula,,,,genus
636,Spergularia,,,,genus
636,Sphenopus,,,,genus
636,Spinacia,,,,genus
636,Spiranthes,,,,genus
636,Spirodela,,,,genus
636,Spodiopogon,,,,genus
636,Sporobolus,,,,genus
636,Flore,,,,genus
636,Stellaria,,,,genus
636,apetala,,,,genus
636,Sternbergia,,,,genus
636,Stipa,,,,genus
636,Suaeda,,,,genus
636,Tseniatherum,,,,genus
636,Tamus,,,,genus
636,Telephium,,,,genus
636,Thelygonum,,,,genus
636,Themeda,,,,genus
636,Theresia,,,,genus
